unique_id,ds,cutoff,config_with_exog__,config_no_exog__,y
Wajo,2023-07-31 00:00:00+00:00,2022-12-31 00:00:00+00:00,127.820595,53.35089,158.1
Wajo,2023-08-31 00:00:00+00:00,2022-12-31 00:00:00+00:00,81.40678,-23.55571,57.8
Wajo,2023-09-30 00:00:00+00:00,2022-12-31 00:00:00+00:00,81.52556,-3.787918,35.0
Wajo,2023-10-31 00:00:00+00:00,2022-12-31 00:00:00+00:00,143.86258,94.2988,40.4
Wajo,2023-11-30 00:00:00+00:00,2022-12-31 00:00:00+00:00,172.2659,68.23223,175.0
Wajo,2023-12-31 00:00:00+00:00,2022-12-31 00:00:00+00:00,212.79254,273.2057,179.40001
Wajo,2024-01-31 00:00:00+00:00,2023-12-31 00:00:00+00:00,165.27492,190.21526,249.2
Wajo,2024-02-29 00:00:00+00:00,2023-12-31 00:00:00+00:00,122.105644,101.4994,149.0
Wajo,2024-03-31 00:00:00+00:00,2023-12-31 00:00:00+00:00,205.4121,174.59781,325.0
Wajo,2024-04-30 00:00:00+00:00,2023-12-31 00:00:00+00:00,307.2566,154.77324,572.50006
Wajo,2024-05-31 00:00:00+00:00,2023-12-31 00:00:00+00:00,318.90326,151.13606,263.7
Wajo,2024-06-30 00:00:00+00:00,2023-12-31 00:00:00+00:00,316.59216,145.92827,175.9
Wajo,2024-07-31 00:00:00+00:00,2023-12-31 00:00:00+00:00,323.11426,152.78145,199.7
Wajo,2024-08-31 00:00:00+00:00,2023-12-31 00:00:00+00:00,182.0055,-10.049377,71.5
Wajo,2024-09-30 00:00:00+00:00,2023-12-31 00:00:00+00:00,135.712,-22.012085,68.6
Wajo,2024-10-31 00:00:00+00:00,2023-12-31 00:00:00+00:00,174.96881,56.498093,112.9
Wajo,2024-11-30 00:00:00+00:00,2023-12-31 00:00:00+00:00,172.04193,62.021477,239.20001
Wajo,2024-12-31 00:00:00+00:00,2023-12-31 00:00:00+00:00,202.98706,168.79858,131.5
Wajo,2025-01-31 00:00:00+00:00,2024-12-31 00:00:00+00:00,242.2013,261.7447,192.8
Wajo,2025-02-28 00:00:00+00:00,2024-12-31 00:00:00+00:00,95.438675,65.56573,200.09999
Wajo,2025-03-31 00:00:00+00:00,2024-12-31 00:00:00+00:00,267.83035,207.74734,238.30002
Wajo,2025-04-30 00:00:00+00:00,2024-12-31 00:00:00+00:00,292.8333,187.00812,290.30002
Wajo,2025-05-31 00:00:00+00:00,2024-12-31 00:00:00+00:00,280.9287,153.88834,255.70001
Wajo,2025-06-30 00:00:00+00:00,2024-12-31 00:00:00+00:00,194.18138,140.94257,285.2
Wajo,2025-07-31 00:00:00+00:00,2024-12-31 00:00:00+00:00,191.70099,121.66032,134.7
Wajo,2025-08-31 00:00:00+00:00,2024-12-31 00:00:00+00:00,120.112274,-28.112015,126.100006
Wajo,2025-09-30 00:00:00+00:00,2024-12-31 00:00:00+00:00,96.606155,-51.438507,186.5
Wajo,2025-10-31 00:00:00+00:00,2024-12-31 00:00:00+00:00,120.34978,85.81734,243.1
Wajo,2025-11-30 00:00:00+00:00,2024-12-31 00:00:00+00:00,206.07217,127.60509,143.2
Wajo,2025-12-31 00:00:00+00:00,2024-12-31 00:00:00+00:00,212.71768,243.25342,97.5
