unique_id,ds,precipitation_sum,temperature_2m_mean,relative_humidity_2m_mean,wind_speed_10m_mean,surface_pressure_mean,cloud_cover_mean,shortwave_radiation_sum
Bone,2016-05-31 00:00:00+00:00,175.0,829.19904,2687.3618,187.9616,30998.762,2094.625,552.53
Bone,2016-06-30 00:00:00+00:00,159.0,776.82214,2583.8215,193.24718,30030.725,2171.9167,480.37
Bone,2016-07-31 00:00:00+00:00,172.1,785.83026,2651.5295,258.67426,31027.203,1955.375,539.97003
Bone,2016-08-31 00:00:00+00:00,65.5,795.66156,2510.0837,291.70932,31021.852,1808.3334,619.27
Bone,2016-09-30 00:00:00+00:00,97.0,800.82214,2383.7993,229.04465,30003.52,1868.75,674.14
Bone,2016-10-31 00:00:00+00:00,230.1,818.37823,2571.947,191.69283,30988.234,2505.625,604.07
Bone,2016-11-30 00:00:00+00:00,153.9,807.40125,2498.9036,145.74951,29968.229,2698.0,615.28
Bone,2016-12-31 00:00:00+00:00,135.90001,844.897,2493.4854,168.02124,30937.074,2816.2917,595.62
Bone,2017-01-31 00:00:00+00:00,189.4,829.32935,2559.7185,185.51898,30958.902,2864.0,557.5
Bone,2017-02-28 00:00:00+00:00,341.0,737.3293,2372.7253,190.75737,27984.025,2643.375,498.22998
Bone,2017-03-31 00:00:00+00:00,254.0,814.3398,2674.2864,140.03374,30991.51,2813.1667,548.35
Bone,2017-04-30 00:00:00+00:00,281.1,787.8967,2616.0505,125.03268,30010.549,2541.0833,549.5
Bone,2017-05-31 00:00:00+00:00,297.2,797.6106,2784.2554,215.16609,31019.326,2498.875,464.82
Bone,2017-06-30 00:00:00+00:00,270.5,745.54047,2721.556,203.87534,30048.268,2484.1667,366.03
Bone,2017-07-31 00:00:00+00:00,195.40001,771.31476,2726.8818,242.25534,31058.816,2280.2083,461.4
Bone,2017-08-31 00:00:00+00:00,84.4,779.38354,2575.3735,294.3811,31042.861,2027.6666,584.57
Bone,2017-09-30 00:00:00+00:00,72.8,768.88007,2519.4324,261.51266,30040.123,1989.2084,613.97003
Bone,2017-10-31 00:00:00+00:00,85.7,823.9169,2598.4934,184.3533,30985.457,2149.4167,648.38
Bone,2017-11-30 00:00:00+00:00,166.3,800.8738,2562.179,140.43547,29934.629,2584.875,533.42
Bone,2017-12-31 00:00:00+00:00,229.59999,824.6856,2615.0723,166.66608,30950.996,2625.75,544.98
Bone,2018-01-31 00:00:00+00:00,162.9,819.10645,2562.941,228.16022,30921.975,2961.5,520.13
Bone,2018-02-28 00:00:00+00:00,157.90001,734.1293,2365.395,169.61925,27987.543,2461.1667,519.67
Bone,2018-03-31 00:00:00+00:00,235.90001,807.76685,2663.194,151.50304,30970.523,2627.75,543.94
Bone,2018-04-30 00:00:00+00:00,139.7,784.7134,2605.2312,163.6996,29995.363,2246.0,565.07
Bone,2018-05-31 00:00:00+00:00,264.0,784.6252,2807.8462,241.3131,31018.662,2458.5,452.35
Bone,2018-06-30 00:00:00+00:00,288.4,746.2133,2724.8677,243.08162,30051.174,2238.0,435.05
Bone,2018-07-31 00:00:00+00:00,168.3,764.7564,2730.1355,264.35477,31036.957,2172.7917,493.6
Bone,2018-08-31 00:00:00+00:00,66.5,775.3939,2641.0042,253.04887,31051.42,1594.5416,597.95
Bone,2018-09-30 00:00:00+00:00,50.1,768.3237,2377.0193,263.3018,30045.572,1601.5834,683.37
Bone,2018-10-31 00:00:00+00:00,27.3,831.8502,2403.3777,246.31593,31029.021,1807.0,736.01
Bone,2018-11-30 00:00:00+00:00,250.0,805.9404,2535.9526,157.76418,30000.705,2391.9583,607.13
Bone,2018-12-31 00:00:00+00:00,281.40002,821.0877,2690.178,171.28777,30968.031,2806.2083,548.63
Bone,2019-01-31 00:00:00+00:00,233.6,819.2877,2680.9697,176.29184,30992.744,2820.5,512.35
Bone,2019-02-28 00:00:00+00:00,301.40002,727.5251,2497.6292,120.076035,28043.701,2453.2917,509.31
Bone,2019-03-31 00:00:00+00:00,345.0,811.98145,2708.9514,147.91635,31010.523,2536.7083,553.38
Bone,2019-04-30 00:00:00+00:00,462.4,780.1654,2729.7688,150.18964,30004.107,2648.9167,464.02
Bone,2019-05-31 00:00:00+00:00,214.9,804.3814,2745.3108,216.71065,31031.219,2299.1667,513.56
Bone,2019-06-30 00:00:00+00:00,280.69998,753.6196,2663.7712,276.0031,30038.168,2175.75,444.44
Bone,2019-07-31 00:00:00+00:00,152.1,758.3752,2660.9148,285.0072,31072.785,1723.5416,544.81
Bone,2019-08-31 00:00:00+00:00,58.7,763.39813,2565.8525,303.50867,31077.174,1796.125,630.26
Bone,2019-09-30 00:00:00+00:00,49.0,750.3321,2436.2786,293.21558,30088.717,1651.125,684.57
Bone,2019-10-31 00:00:00+00:00,44.5,813.8585,2499.8655,279.89536,31017.303,1753.9166,730.38
Bone,2019-11-30 00:00:00+00:00,37.2,824.2883,2346.9521,209.81839,29996.861,1659.5834,678.28
Bone,2019-12-31 00:00:00+00:00,217.8,843.4002,2603.4563,141.77936,30984.924,2616.625,599.45
Bone,2020-01-31 00:00:00+00:00,303.1,831.1585,2677.0662,157.11801,30984.395,2679.7083,555.36
Bone,2020-02-29 00:00:00+00:00,448.9,766.90985,2587.5618,110.16544,29012.494,2647.75,508.11002
Bone,2020-03-31 00:00:00+00:00,419.5,816.95856,2784.828,116.61213,31010.863,2699.0417,549.41003
Bone,2020-04-30 00:00:00+00:00,314.2,787.78,2692.6326,140.38045,30022.352,2399.4583,516.83
Bone,2020-05-31 00:00:00+00:00,287.30002,813.1794,2804.4072,187.73836,31020.402,2542.4583,485.14
Bone,2020-06-30 00:00:00+00:00,267.6,758.7738,2693.8816,253.53653,30034.111,2316.0,467.03
Bone,2020-07-31 00:00:00+00:00,358.1,775.3335,2751.294,299.17844,31019.64,2248.875,518.94
Bone,2020-08-31 00:00:00+00:00,89.4,788.4919,2606.686,269.26404,31036.441,1616.375,619.32
Bone,2020-09-30 00:00:00+00:00,108.200005,776.9967,2552.4404,270.01373,30021.637,2040.1666,630.15
Bone,2020-10-31 00:00:00+00:00,95.2,823.2064,2578.7832,229.54675,30990.97,2142.5417,660.46
Bone,2020-11-30 00:00:00+00:00,172.0,805.0925,2530.9478,170.2401,29988.193,2367.6667,590.12
Bone,2020-12-31 00:00:00+00:00,244.6,815.8815,2668.3525,158.70186,30948.7,2880.875,484.95
Bone,2021-01-31 00:00:00+00:00,293.5,810.7231,2694.2573,178.23727,30940.324,2861.2917,521.12
Bone,2021-02-28 00:00:00+00:00,66.6,749.98346,2275.2588,205.2954,27965.47,2471.9167,554.02
Bone,2021-03-31 00:00:00+00:00,383.6,802.86475,2750.409,119.252045,30979.346,2729.7917,542.89
Bone,2021-04-30 00:00:00+00:00,117.6,791.3029,2532.6035,183.02847,30007.848,2339.9583,568.11
Bone,2021-05-31 00:00:00+00:00,226.59999,803.87933,2752.2324,211.30972,31003.803,2325.0,498.5
Bone,2021-06-30 00:00:00+00:00,165.40001,766.3175,2675.1487,194.84222,30044.012,2086.4583,493.75
Bone,2021-07-31 00:00:00+00:00,144.6,778.4294,2734.9277,225.31058,31033.832,2244.7083,484.76
Bone,2021-08-31 00:00:00+00:00,253.5,779.9377,2778.7002,254.69669,31051.584,2311.7917,547.79
Bone,2021-09-30 00:00:00+00:00,185.1,761.28,2652.0684,219.8918,30028.04,2297.5,530.92
Bone,2021-10-31 00:00:00+00:00,94.3,827.75854,2631.7483,178.42693,30997.71,2375.7917,686.05
Bone,2021-11-30 00:00:00+00:00,291.5,787.8592,2624.8525,122.56177,29961.68,2859.625,575.06
Bone,2021-12-31 00:00:00+00:00,205.3,823.1648,2617.3574,197.70398,30976.088,2973.625,535.79
Bone,2022-01-31 00:00:00+00:00,164.5,824.6231,2535.7732,206.71191,30973.047,2978.875,618.13
Bone,2022-02-28 00:00:00+00:00,317.0,729.56055,2371.805,174.21268,27962.738,2623.375,516.66
Bone,2022-03-31 00:00:00+00:00,342.0,814.8252,2700.3337,126.85213,30960.857,2822.875,590.46
Bone,2022-04-30 00:00:00+00:00,205.9,789.64874,2571.0923,132.65103,29972.895,2491.0833,601.7
Bone,2022-05-31 00:00:00+00:00,225.20001,811.6981,2721.1423,169.53726,30992.67,2607.0,557.29
Bone,2022-06-30 00:00:00+00:00,186.8,757.655,2649.3726,201.92256,30002.004,2383.2083,519.18
Bone,2022-07-31 00:00:00+00:00,146.3,781.721,2712.9766,234.32516,31010.45,2479.8333,510.24
Bone,2022-08-31 00:00:00+00:00,118.6,786.8981,2588.294,258.0413,31016.973,2225.0417,611.57
Bone,2022-09-30 00:00:00+00:00,77.299995,782.0113,2499.5044,218.63889,30020.666,2424.0417,666.52
Bone,2022-10-31 00:00:00+00:00,202.40001,817.3523,2663.9766,159.28146,30985.523,2829.9583,635.31
Bone,2022-11-30 00:00:00+00:00,210.0,795.29877,2581.2898,127.653275,29980.227,2872.4583,588.6
Bone,2022-12-31 00:00:00+00:00,225.70001,811.05853,2622.364,194.72134,30933.879,2870.6667,563.2
Bone,2023-01-31 00:00:00+00:00,198.6,817.02936,2603.3804,195.4223,30952.57,3027.125,600.19
Bone,2023-02-28 00:00:00+00:00,116.00001,747.9064,2238.003,227.31421,27956.246,2689.625,529.99
Bone,2023-03-31 00:00:00+00:00,350.40002,804.21265,2700.4358,144.76625,31005.479,2926.1667,591.01
Bone,2023-04-30 00:00:00+00:00,209.7,788.3508,2605.0166,158.89818,29978.633,2724.625,550.35
Bone,2023-05-31 00:00:00+00:00,198.6,803.15436,2724.2473,210.772,31042.42,2539.0833,529.64
Bone,2023-06-30 00:00:00+00:00,106.8,776.11755,2571.0244,203.20897,30034.549,2319.4167,529.52997
Bone,2023-07-31 00:00:00+00:00,132.3,786.65857,2658.3723,256.00574,31059.88,2163.0833,558.44
Bone,2023-08-31 00:00:00+00:00,45.4,786.1877,2503.2717,305.97995,31089.285,1613.5416,671.77
Bone,2023-09-30 00:00:00+00:00,24.3,782.2925,2231.4697,309.6378,30061.887,1562.2916,728.42
Bone,2023-10-31 00:00:00+00:00,25.6,855.46686,2268.434,291.87506,31062.936,1368.9584,777.51
Bone,2023-11-30 00:00:00+00:00,127.7,837.5217,2348.1055,175.67705,30000.574,2116.2917,684.87
Bone,2023-12-31 00:00:00+00:00,216.2,851.0564,2592.6658,131.10477,30994.166,2748.1667,637.33
Bone,2024-01-31 00:00:00+00:00,257.3,845.62726,2574.3071,201.9777,30992.121,2997.875,577.19
Bone,2024-02-29 00:00:00+00:00,223.5,791.1015,2442.9304,133.56992,29027.855,2573.1667,587.01
Bone,2024-03-31 00:00:00+00:00,282.9,843.2398,2666.693,134.21347,31009.156,2897.5833,616.99
Bone,2024-04-30 00:00:00+00:00,420.7,797.06335,2684.296,134.1949,29984.6,2713.875,532.02997
Bone,2024-05-31 00:00:00+00:00,173.6,823.10645,2720.283,229.43338,31005.28,2334.6667,547.72
Bone,2024-06-30 00:00:00+00:00,116.200005,774.2592,2586.8022,223.12685,30044.38,2222.0417,531.22
Bone,2024-07-31 00:00:00+00:00,162.4,780.1794,2675.7427,262.02054,31050.127,2320.8333,527.08
Bone,2024-08-31 00:00:00+00:00,59.7,793.23975,2533.4458,303.99188,31055.129,1761.5416,670.12
Bone,2024-09-30 00:00:00+00:00,56.3,794.2217,2430.5857,249.33113,30019.23,1770.375,695.06
Bone,2024-10-31 00:00:00+00:00,50.7,850.346,2437.661,228.02527,31010.549,2107.4583,741.41
Bone,2024-11-30 00:00:00+00:00,266.80002,804.39874,2591.9534,130.3216,29972.053,2584.625,636.27
Bone,2024-12-31 00:00:00+00:00,225.20001,825.0835,2730.9397,176.89015,30939.137,2950.7083,515.77
Bone,2025-01-31 00:00:00+00:00,400.7,810.1606,2789.1812,143.30272,30953.441,3022.9583,564.03
Bone,2025-02-28 00:00:00+00:00,233.5,738.848,2422.7947,167.2514,27984.771,2715.375,526.76
Bone,2025-03-31 00:00:00+00:00,302.8,821.6523,2713.227,164.15427,30966.947,2814.5417,628.85
Bone,2025-04-30 00:00:00+00:00,377.7,779.3508,2722.5881,98.837555,29997.932,2745.6667,541.38
Bone,2025-05-31 00:00:00+00:00,374.2,802.8127,2825.581,136.75632,30999.324,2684.9167,549.13
Bone,2025-06-30 00:00:00+00:00,279.4,750.51337,2741.3125,167.0128,30041.215,2528.6667,440.1
Bone,2025-07-31 00:00:00+00:00,98.200005,776.6981,2748.6807,226.20831,31029.852,2054.7917,567.29
Bone,2025-08-31 00:00:00+00:00,69.0,777.6106,2652.5256,238.97723,31051.367,2222.625,605.85
Bone,2025-09-30 00:00:00+00:00,113.40001,781.8217,2437.1006,248.95502,30038.191,1905.6666,690.71
Bone,2025-10-31 00:00:00+00:00,177.40001,831.03143,2550.8442,176.95265,31002.348,2203.1667,705.14
Bone,2025-11-30 00:00:00+00:00,240.8,797.4571,2611.5623,136.55164,29975.584,2816.25,587.79
Bone,2025-12-31 00:00:00+00:00,207.40001,820.53973,2710.906,153.81749,30946.133,2969.4167,569.86
Pinrang,1996-01-31 00:00:00+00:00,305.80002,777.4011,2718.5613,219.10919,31224.86,2976.0833,505.82
Pinrang,1996-02-29 00:00:00+00:00,175.9,740.50836,2494.9456,228.74742,29207.176,2676.7083,564.61
Pinrang,1996-03-31 00:00:00+00:00,203.2,798.9428,2699.1594,187.15848,31226.002,2608.25,623.31
Pinrang,1996-04-30 00:00:00+00:00,141.4,776.6912,2560.4668,201.27849,30221.758,2547.0417,553.14
Pinrang,1996-05-31 00:00:00+00:00,119.100006,800.3116,2611.1008,240.84448,31273.072,2292.125,593.01
Pinrang,1996-06-30 00:00:00+00:00,95.7,767.3308,2514.835,280.45718,30248.959,2316.6667,511.53
Pinrang,1996-07-31 00:00:00+00:00,120.9,778.31573,2559.5566,309.6483,31256.107,2135.5,555.63
Pinrang,1996-08-31 00:00:00+00:00,86.5,798.772,2482.6545,289.97833,31264.04,2266.9583,607.46
Pinrang,1996-09-30 00:00:00+00:00,13.5,802.21204,2185.5244,255.59204,30220.354,1936.625,659.66003
Pinrang,1996-10-31 00:00:00+00:00,159.5,813.9866,2573.3137,158.21872,31237.97,2654.1667,610.69
Pinrang,1996-11-30 00:00:00+00:00,253.5,768.3788,2586.6707,143.32579,30218.422,2732.125,532.25
Pinrang,1996-12-31 00:00:00+00:00,486.6,789.6866,2656.835,282.39154,31214.973,2960.4583,476.02
Pinrang,1997-01-31 00:00:00+00:00,232.7,785.0303,2684.9915,222.64896,31257.598,2840.5,552.28
Pinrang,1997-02-28 00:00:00+00:00,199.0,714.4381,2391.7776,208.72896,28201.982,2624.5417,478.4
Pinrang,1997-03-31 00:00:00+00:00,211.9,792.1574,2679.0703,198.15323,31293.904,2664.0,620.54
Pinrang,1997-04-30 00:00:00+00:00,238.79999,770.8662,2546.4343,194.61584,30279.91,2430.8333,595.87
Pinrang,1997-05-31 00:00:00+00:00,102.1,803.04285,2591.8506,206.36746,31267.19,1616.0416,603.27
Pinrang,1997-06-30 00:00:00+00:00,7.1000004,789.19543,2214.3462,342.79855,30285.836,1437.125,613.99
Pinrang,1997-07-31 00:00:00+00:00,18.6,801.17615,2274.75,402.08566,31294.49,2045.6667,593.81
Pinrang,1997-08-31 00:00:00+00:00,0.1,828.51575,2001.238,417.5851,31320.451,1248.5,739.09
Pinrang,1997-09-30 00:00:00+00:00,0.4,815.66205,1816.5857,396.6716,30319.17,916.9584,777.78
Pinrang,1997-10-31 00:00:00+00:00,12.6,865.98236,1954.7971,285.8507,31315.193,1792.1666,793.5
Pinrang,1997-11-30 00:00:00+00:00,75.4,822.45166,2190.8953,182.53773,30284.238,2064.875,684.76
Pinrang,1997-12-31 00:00:00+00:00,210.4,812.84906,2644.2188,168.18431,31276.625,2686.8333,591.08
Pinrang,1998-01-31 00:00:00+00:00,128.0,829.92615,2573.151,155.87616,31281.34,2578.2083,625.1
Pinrang,1998-02-28 00:00:00+00:00,110.2,747.31934,2319.5293,133.63739,28285.977,2241.9583,576.79
Pinrang,1998-03-31 00:00:00+00:00,181.7,832.2845,2580.6938,142.38203,31291.275,2409.0417,649.61
Pinrang,1998-04-30 00:00:00+00:00,224.9,796.42664,2575.4268,136.38345,30269.154,2397.3333,568.48
Pinrang,1998-05-31 00:00:00+00:00,255.2,817.84906,2715.1235,195.87288,31253.465,2504.9583,515.93
Pinrang,1998-06-30 00:00:00+00:00,106.4,777.0975,2577.3867,212.61102,30250.021,2407.625,486.89
Pinrang,1998-07-31 00:00:00+00:00,134.7,787.8741,2682.5552,210.18011,31260.242,2360.25,525.72003
Pinrang,1998-08-31 00:00:00+00:00,106.700005,789.6199,2561.5896,328.23965,31270.688,2309.4583,582.88
Pinrang,1998-09-30 00:00:00+00:00,75.0,785.4204,2409.4065,251.04219,30250.092,2011.2084,642.92
Pinrang,1998-10-31 00:00:00+00:00,198.3,815.8386,2621.5618,160.26349,31240.492,2525.9583,637.03
Pinrang,1998-11-30 00:00:00+00:00,339.6,769.6017,2646.0564,200.59654,30213.055,2921.375,465.63
Pinrang,1998-12-31 00:00:00+00:00,256.6,794.0178,2685.717,243.13533,31225.453,2936.0417,513.45
Pinrang,1999-01-31 00:00:00+00:00,462.3,783.56573,2748.8403,239.45258,31184.52,3008.0417,453.94
Pinrang,1999-02-28 00:00:00+00:00,187.09999,720.0964,2420.5178,213.07922,28217.363,2707.1667,509.83
Pinrang,1999-03-31 00:00:00+00:00,225.5,792.8303,2686.9382,177.73528,31176.39,2884.5,552.41
Pinrang,1999-04-30 00:00:00+00:00,233.09999,771.3079,2602.975,177.09389,30216.29,2724.7083,501.29
Pinrang,1999-05-31 00:00:00+00:00,123.7,780.897,2666.726,274.02863,31252.04,2486.8333,521.23
Pinrang,1999-06-30 00:00:00+00:00,81.0,757.8662,2502.5422,272.27634,30261.717,2068.6667,538.12
Pinrang,1999-07-31 00:00:00+00:00,54.5,773.1095,2484.8054,364.01865,31265.271,2046.6666,557.85
Pinrang,1999-08-31 00:00:00+00:00,20.4,805.82196,2188.2747,415.02853,31288.6,1659.2084,675.73
Pinrang,1999-09-30 00:00:00+00:00,27.3,794.5975,2131.567,320.1275,30252.691,1513.375,666.21
Pinrang,1999-10-31 00:00:00+00:00,279.6,798.2616,2590.9258,188.2219,31240.676,2615.9167,604.62
Pinrang,1999-11-30 00:00:00+00:00,205.3,765.0746,2633.6355,162.45511,30224.305,2826.875,514.4
Pinrang,1999-12-31 00:00:00+00:00,271.80002,793.2761,2670.6904,216.5513,31211.42,2885.4583,517.39
Pinrang,2000-01-31 00:00:00+00:00,331.6,786.56995,2689.903,196.75809,31217.984,2988.2917,545.92
Pinrang,2000-02-29 00:00:00+00:00,296.8,744.0459,2471.7595,183.3529,29201.336,2772.8333,527.36
Pinrang,2000-03-31 00:00:00+00:00,258.4,798.9095,2663.1277,178.62128,31220.623,2774.0,614.39
Pinrang,2000-04-30 00:00:00+00:00,225.5,766.44745,2636.344,160.14334,30217.818,2722.4583,529.83997
Pinrang,2000-05-31 00:00:00+00:00,185.09999,795.4991,2676.902,191.95932,31246.574,2463.8333,528.27
Pinrang,2000-06-30 00:00:00+00:00,183.0,734.14954,2638.5457,293.77054,30254.924,2690.7917,378.44
Pinrang,2000-07-31 00:00:00+00:00,40.6,773.37823,2523.3586,414.54523,31250.354,1799.625,563.1
Pinrang,2000-08-31 00:00:00+00:00,16.2,788.8345,2341.6233,366.22394,31261.646,1998.625,632.01
Pinrang,2000-09-30 00:00:00+00:00,15.900001,808.16205,2100.4653,324.80527,30246.65,1617.5834,696.8
Pinrang,2000-10-31 00:00:00+00:00,146.8,812.4553,2504.0032,193.7217,31226.871,2743.0,573.06
Pinrang,2000-11-30 00:00:00+00:00,400.3,775.1496,2610.287,150.01622,30196.875,2749.9167,570.49
Pinrang,2000-12-31 00:00:00+00:00,241.6,797.6074,2682.1038,236.19562,31206.354,2913.7917,518.53
Pinrang,2001-01-31 00:00:00+00:00,218.5,785.50946,2699.4773,170.01653,31220.426,2965.2917,530.58
Pinrang,2001-02-28 00:00:00+00:00,185.4,723.9277,2346.5469,273.31366,28168.893,2699.75,502.51
Pinrang,2001-03-31 00:00:00+00:00,183.0,798.2761,2662.2383,200.56967,31236.957,2901.3333,572.89
Pinrang,2001-04-30 00:00:00+00:00,260.6,768.4621,2636.1062,137.79549,30232.93,2799.8333,514.63
Pinrang,2001-05-31 00:00:00+00:00,67.7,810.2428,2551.774,258.68842,31252.24,2142.625,599.64
Pinrang,2001-06-30 00:00:00+00:00,88.600006,761.72876,2502.8513,267.04483,30240.09,2206.0833,520.62
Pinrang,2001-07-31 00:00:00+00:00,11.400001,803.6595,2317.3467,356.33652,31259.05,1559.5,607.78
Pinrang,2001-08-31 00:00:00+00:00,4.2000003,824.44696,2097.9956,389.58823,31270.062,1706.3334,685.4
Pinrang,2001-09-30 00:00:00+00:00,55.2,816.36206,2059.8328,288.12442,30247.922,1535.0416,671.41
Pinrang,2001-10-31 00:00:00+00:00,136.20001,840.37823,2353.8953,173.36673,31245.508,2029.875,711.27997
Pinrang,2001-11-30 00:00:00+00:00,233.1,773.8308,2588.5842,166.15732,30236.664,2762.7083,552.41
Pinrang,2001-12-31 00:00:00+00:00,279.59998,786.80115,2699.7505,224.8254,31274.781,2980.0833,489.52
Pinrang,2002-01-31 00:00:00+00:00,405.6,779.98865,2765.8264,177.10344,31257.277,2995.875,481.55
Pinrang,2002-02-28 00:00:00+00:00,177.5,724.49225,2416.0303,173.51694,28255.67,2680.8333,518.74
Pinrang,2002-03-31 00:00:00+00:00,204.0,798.28864,2681.2385,152.56139,31254.38,2756.2917,588.55
Pinrang,2002-04-30 00:00:00+00:00,189.0,779.7537,2559.396,168.34735,30227.797,2312.0417,597.37
Pinrang,2002-05-31 00:00:00+00:00,77.9,811.10114,2544.426,277.01614,31258.797,1622.8334,597.43
Pinrang,2002-06-30 00:00:00+00:00,49.5,772.6079,2418.9758,324.7436,30254.76,2000.4166,525.04
Pinrang,2002-07-31 00:00:00+00:00,1.9000001,818.0137,2223.0098,392.9287,31291.31,1481.2084,627.66003
Pinrang,2002-08-31 00:00:00+00:00,4.7000003,820.7407,2006.904,404.18604,31287.213,1497.0,694.33
Pinrang,2002-09-30 00:00:00+00:00,8.9,819.8579,1941.8103,308.97763,30291.607,1471.4166,720.98
Pinrang,2002-10-31 00:00:00+00:00,13.900001,882.8387,1915.6863,286.915,31249.084,1536.0416,799.44
Pinrang,2002-11-30 00:00:00+00:00,159.90001,818.0933,2302.413,167.91107,30232.688,2375.5417,628.58997
Pinrang,2002-12-31 00:00:00+00:00,219.5,812.6928,2644.7356,147.17557,31270.047,2499.375,607.56
Pinrang,2003-01-31 00:00:00+00:00,231.2,798.3657,2698.9392,206.79747,31277.008,2921.25,504.73
Pinrang,2003-02-28 00:00:00+00:00,205.6,726.69434,2419.5083,191.25728,28217.072,2625.5833,517.0
Pinrang,2003-03-31 00:00:00+00:00,314.80002,802.13654,2660.679,154.93509,31272.363,2793.5,591.26
Pinrang,2003-04-30 00:00:00+00:00,129.4,784.97876,2545.9624,189.69638,30239.832,2504.25,597.09
Pinrang,2003-05-31 00:00:00+00:00,79.799995,811.34076,2530.585,276.91797,31249.75,2092.8333,589.53
Pinrang,2003-06-30 00:00:00+00:00,42.9,790.45166,2266.4219,373.4782,30252.385,1417.25,592.65
Pinrang,2003-07-31 00:00:00+00:00,47.100002,787.16156,2407.4731,361.5103,31286.236,2050.125,559.59
Pinrang,2003-08-31 00:00:00+00:00,15.4,816.9782,2270.3364,342.81268,31276.408,1702.8334,631.73
Pinrang,2003-09-30 00:00:00+00:00,21.9,806.035,2139.7358,279.87308,30271.816,1885.5416,674.83
Pinrang,2003-10-31 00:00:00+00:00,66.1,848.697,2265.0408,205.63054,31257.646,2231.0,683.46
Pinrang,2003-11-30 00:00:00+00:00,229.1,792.4683,2481.8726,162.10298,30232.004,2554.5,601.41
Pinrang,2003-12-31 00:00:00+00:00,560.39996,788.1595,2715.4402,258.2231,31242.615,3003.0417,460.08002
Pinrang,2004-01-31 00:00:00+00:00,258.4,795.6783,2727.7012,176.04729,31257.672,2959.4167,526.0
Pinrang,2004-02-29 00:00:00+00:00,221.7,751.523,2441.5674,246.8411,29230.959,2633.9583,529.64
Pinrang,2004-03-31 00:00:00+00:00,200.2,806.2845,2657.23,256.2702,31238.129,2817.9167,586.64
Pinrang,2004-04-30 00:00:00+00:00,201.0,783.6787,2538.849,196.51935,30241.95,2452.7917,596.74
Pinrang,2004-05-31 00:00:00+00:00,315.0,808.16785,2631.34,192.96503,31238.238,2073.4583,576.42
Pinrang,2004-06-30 00:00:00+00:00,30.599997,768.60376,2359.3943,353.43738,30288.867,1741.375,570.64
Pinrang,2004-07-31 00:00:00+00:00,8.0,800.5762,2288.9028,404.77997,31267.26,1693.375,602.89
Pinrang,2004-08-31 00:00:00+00:00,2.7,809.97614,2050.723,399.21814,31294.893,1598.125,695.82
Pinrang,2004-09-30 00:00:00+00:00,18.6,815.12665,1988.135,351.58264,30269.2,1365.8334,697.62
Pinrang,2004-10-31 00:00:00+00:00,12.900001,867.1699,2052.9688,227.63036,31274.17,1858.7916,772.96
Pinrang,2004-11-30 00:00:00+00:00,209.7,810.67456,2323.982,158.61578,30237.0,2299.7917,608.6
Pinrang,2004-12-31 00:00:00+00:00,254.8,806.5137,2650.904,173.30281,31242.861,2832.9167,557.74
Pinrang,2005-01-31 00:00:00+00:00,198.3,803.74695,2631.2393,225.36003,31253.31,2740.375,547.81
Pinrang,2005-02-28 00:00:00+00:00,159.59999,739.3089,2309.8328,163.79749,28260.273,2510.4167,561.43
Pinrang,2005-03-31 00:00:00+00:00,177.0,821.81573,2567.5315,191.1236,31276.725,2458.25,652.88
Pinrang,2005-04-30 00:00:00+00:00,131.9,783.7871,2521.1184,199.97665,30276.799,2485.3333,540.02
Pinrang,2005-05-31 00:00:00+00:00,79.6,811.1074,2499.7927,319.2325,31253.092,2063.125,554.96
Pinrang,2005-06-30 00:00:00+00:00,21.6,804.3204,2259.9094,278.87744,30234.6,1593.6666,593.59
Pinrang,2005-07-31 00:00:00+00:00,12.400001,822.8032,2216.1133,368.62866,31275.996,2067.7083,589.57
Pinrang,2005-08-31 00:00:00+00:00,11.7,839.2824,2097.416,365.56915,31274.492,1585.2084,672.99
Pinrang,2005-09-30 00:00:00+00:00,12.5,828.62665,2007.9277,292.5588,30261.629,1411.5,695.17
Pinrang,2005-10-31 00:00:00+00:00,218.09999,825.0449,2455.3289,194.48222,31251.139,2332.1667,642.93
Pinrang,2005-11-30 00:00:00+00:00,276.2,777.42664,2567.3276,139.29419,30234.006,2732.75,542.96
Pinrang,2005-12-31 00:00:00+00:00,190.6,800.922,2680.582,176.77817,31220.883,2985.1667,528.33997
Pinrang,2006-01-31 00:00:00+00:00,245.0,805.14905,2611.2458,275.50662,31217.746,3020.7917,545.43
Pinrang,2006-02-28 00:00:00+00:00,246.3,720.9089,2441.6023,190.38077,28217.379,2603.9583,471.22
Pinrang,2006-03-31 00:00:00+00:00,181.70001,807.18866,2619.4497,215.46147,31228.057,2909.7083,585.27997
Pinrang,2006-04-30 00:00:00+00:00,197.8,775.04956,2604.0906,169.44017,30230.35,2872.9583,508.61002
Pinrang,2006-05-31 00:00:00+00:00,193.9,793.1741,2684.475,200.7823,31266.047,2709.4583,522.6
Pinrang,2006-06-30 00:00:00+00:00,85.799995,755.21204,2510.4514,322.0305,30260.605,2515.6667,493.05
Pinrang,2006-07-31 00:00:00+00:00,2.3000002,802.08453,2308.338,427.41006,31292.816,1637.4166,612.06
Pinrang,2006-08-31 00:00:00+00:00,3.2,816.1866,2033.6615,537.04205,31285.174,1147.7916,698.17
Pinrang,2006-09-30 00:00:00+00:00,7.4,813.77045,1917.3778,403.99365,30272.02,1558.9584,702.63
